asof,currency,index_price,expiry,T,F,a,b,rho,m,s,rmse_volpts,n_quotes,used,reason
2026-08-16T06:00:10.873301+00:00,ETH,1877.99,2026-10-30,0.205707,1887.61,-0.02473467,0.14976234,-0.454283,-0.175594,0.558249,0.73,27,True,
2026-08-16T06:00:10.873301+00:00,ETH,1877.99,2026-12-25,0.359132,1896.11,-0.28749874,0.33355136,-0.422744,-0.432,1.27033,0.66,41,True,
2026-08-16T06:00:10.873301+00:00,ETH,1877.99,2027-03-26,0.608447,1915.59,-0.62899966,0.64260165,-0.633579,-1.126595,1.628606,0.216,39,True,
2026-08-16T06:00:10.873301+00:00,ETH,1877.99,2027-06-25,0.857762,1934.65,-0.72427618,0.83997462,-0.718314,-1.5,1.700653,0.05,30,True,
2026-08-18T06:00:05.495464+00:00,BTC,64165.98,2026-08-18,0.000228,64149.52,,,,,,,0,False,expiry too near
2026-08-18T06:00:05.495464+00:00,BTC,64165.98,2026-08-19,0.002968,64155.1,,,,,,,0,False,expiry too near
2026-08-18T06:00:05.495464+00:00,BTC,64165.98,2026-08-20,0.005708,64167.98,,,,,,19.151,16,False,butterfly arbitrage in fit
2026-08-18T06:00:05.495464+00:00,BTC,64165.98,2026-08-21,0.008447,64179.44,,,,,,24.921,17,False,butterfly arbitrage in fit
2026-08-18T06:00:05.495464+00:00,BTC,64165.98,2026-08-28,0.027625,64246.43,,,,,,18.931,25,False,butterfly arbitrage in fit
2026-08-18T06:00:05.495464+00:00,BTC,64165.98,2026-09-04,0.046803,64303.01,-0.02738827,0.09283207,0.221913,0.131006,0.343409,0.31,16,True,
2026-08-18T06:00:05.495464+00:00,BTC,64165.98,2026-09-25,0.104338,64485.58,,,,,,0.523,37,False,butterfly arbitrage in fit
2026-08-18T06:00:05.495464+00:00,BTC,64165.98,2026-10-30,0.200228,64751.92,-0.3132575,0.31000481,-0.28587,-0.20987,1.136699,0.086,37,True,
2026-08-18T06:00:05.495464+00:00,BTC,64165.98,2026-12-25,0.353653,65216.09,-0.15048815,0.25488168,-0.366374,-0.169861,0.847381,0.859,54,True,
2026-08-18T06:00:05.495464+00:00,BTC,64165.98,2027-03-26,0.602968,65910.99,-0.7039116,0.5493491,-0.465895,-0.630786,1.639445,0.119,51,True,
2026-08-18T06:00:05.495464+00:00,BTC,64165.98,2027-06-25,0.852283,66655.85,-1.0,0.70266208,-0.529662,-0.905685,1.913909,0.086,37,True,
2026-08-18T06:00:09.464478+00:00,ETH,1893.23,2026-08-18,0.000228,1892.73,,,,,,,0,False,expiry too near
2026-08-18T06:00:09.464478+00:00,ETH,1893.23,2026-08-19,0.002968,1892.59,,,,,,,0,False,expiry too near
2026-08-18T06:00:09.464478+00:00,ETH,1893.23,2026-08-20,0.005707,1892.7,,,,,,33.212,19,False,butterfly arbitrage in fit
2026-08-18T06:00:09.464478+00:00,ETH,1893.23,2026-08-21,0.008447,1892.89,,,,,,36.548,19,False,butterfly arbitrage in fit
2026-08-18T06:00:09.464478+00:00,ETH,1893.23,2026-08-28,0.027625,1893.97,-0.01668254,0.08019157,-0.177683,-0.039766,0.258508,0.501,24,True,
2026-08-18T06:00:09.464478+00:00,ETH,1893.23,2026-09-04,0.046803,1894.29,-0.05948365,0.14919791,-0.342707,-0.150894,0.47708,0.069,11,True,
2026-08-18T06:00:09.464478+00:00,ETH,1893.23,2026-09-25,0.104338,1896.44,-0.15206655,0.20931336,-0.191988,-0.109269,0.840618,1.235,33,True,
2026-08-18T06:00:09.464478+00:00,ETH,1893.23,2026-10-30,0.200228,1901.56,-0.06699921,0.17602987,-0.307441,-0.123237,0.672892,0.415,27,True,
2026-08-18T06:00:09.464478+00:00,ETH,1893.23,2026-12-25,0.353653,1910.66,-0.24461143,0.30317064,-0.364933,-0.318527,1.190883,0.401,41,True,
2026-08-18T06:00:09.464478+00:00,ETH,1893.23,2027-03-26,0.602968,1930.15,-0.69446823,0.61015169,-0.572358,-1.012268,1.73483,0.181,39,True,
2026-08-18T06:00:09.464478+00:00,ETH,1893.23,2027-06-25,0.852283,1949.74,-0.42715429,0.56174714,-0.61852,-0.982267,1.56111,0.079,30,True,
2026-08-19T06:00:06.580417+00:00,BTC,64197.77,2026-08-19,0.000228,64188.75,,,,,,,0,False,expiry too near
2026-08-19T06:00:06.580417+00:00,BTC,64197.77,2026-08-20,0.002968,64200.72,,,,,,,0,False,expiry too near
2026-08-19T06:00:06.580417+00:00,BTC,64197.77,2026-08-21,0.005708,64208.19,,,,,,22.787,14,False,butterfly arbitrage in fit
2026-08-19T06:00:06.580417+00:00,BTC,64197.77,2026-08-22,0.008447,64222.73,,,,,,13.574,17,False,butterfly arbitrage in fit
2026-08-19T06:00:06.580417+00:00,BTC,64197.77,2026-08-28,0.024886,64269.61,,,,,,20.609,25,False,butterfly arbitrage in fit
2026-08-19T06:00:06.580417+00:00,BTC,64197.77,2026-09-04,0.044064,64327.66,,,,,,0.245,16,False,butterfly arbitrage in fit
2026-08-19T06:00:06.580417+00:00,BTC,64197.77,2026-09-25,0.101598,64498.45,-0.10640434,0.17877071,-0.082255,0.01916,0.657822,0.838,38,True,
2026-08-19T06:00:06.580417+00:00,BTC,64197.77,2026-10-30,0.197488,64783.57,-0.26383423,0.29836714,-0.364298,-0.279999,1.036872,0.147,37,True,
2026-08-19T06:00:06.580417+00:00,BTC,64197.77,2026-12-25,0.350913,65244.87,-0.10433626,0.22705127,-0.370438,-0.134878,0.736617,0.7,54,True,
2026-08-19T06:00:06.580417+00:00,BTC,64197.77,2027-03-26,0.600228,65941.36,,,,,,0.088,51,False,butterfly arbitrage in fit
2026-08-19T06:00:06.580417+00:00,BTC,64197.77,2027-06-25,0.849543,66694.3,-0.81952212,0.6428531,-0.542227,-0.862981,1.782518,0.134,37,True,
2026-08-19T06:00:09.921196+00:00,ETH,1909.35,2026-08-19,0.000228,1909.14,,,,,,,0,False,expiry too near
2026-08-19T06:00:09.921196+00:00,ETH,1909.35,2026-08-20,0.002968,1909.27,,,,,,,0,False,expiry too near
2026-08-19T06:00:09.921196+00:00,ETH,1909.35,2026-08-21,0.005707,1909.36,,,,,,38.458,16,False,butterfly arbitrage in fit
2026-08-19T06:00:09.921196+00:00,ETH,1909.35,2026-08-22,0.008447,1909.57,,,,,,26.397,20,False,butterfly arbitrage in fit
2026-08-19T06:00:09.921196+00:00,ETH,1909.35,2026-08-28,0.024886,1910.79,-0.02086213,0.08603675,-0.136916,-0.031636,0.284472,0.697,24,True,
2026-08-19T06:00:09.921196+00:00,ETH,1909.35,2026-09-04,0.044064,1911.17,-0.02667861,0.10121426,-0.300525,-0.08831,0.348,0.082,11,True,
2026-08-19T06:00:09.921196+00:00,ETH,1909.35,2026-09-25,0.101598,1912.95,-0.14642868,0.20976262,-0.230191,-0.14132,0.816064,1.437,33,True,
2026-08-19T06:00:09.921196+00:00,ETH,1909.35,2026-10-30,0.197488,1918.56,-0.05239588,0.16836767,-0.351361,-0.149675,0.619942,0.384,27,True,
2026-08-19T06:00:09.921196+00:00,ETH,1909.35,2026-12-25,0.350913,1927.54,-0.13018455,0.25102132,-0.392115,-0.279509,0.959242,0.764,41,True,
2026-08-19T06:00:09.921196+00:00,ETH,1909.35,2027-03-26,0.600228,1946.81,-0.57191151,0.55360759,-0.570344,-0.947117,1.639334,0.203,39,True,
2026-08-19T06:00:09.921196+00:00,ETH,1909.35,2027-06-25,0.849543,1967.11,-0.03080348,0.31701001,-0.537639,-0.460964,1.093154,0.09,30,True,
2026-08-21T06:00:03.527118+00:00,BTC,75387.78,2026-08-21,0.000228,75412.05,,,,,,,0,False,expiry too near
2026-08-21T06:00:03.527118+00:00,BTC,75387.78,2026-08-22,0.002968,75432.99,,,,,,,0,False,expiry too near
2026-08-21T06:00:03.527118+00:00,BTC,75387.78,2026-08-23,0.005708,75424.36,,,,,,39.827,30,False,butterfly arbitrage in fit
2026-08-21T06:00:03.527118+00:00,BTC,75387.78,2026-08-24,0.008447,75442.67,,,,,,37.188,33,False,butterfly arbitrage in fit
2026-08-21T06:00:03.527118+00:00,BTC,75387.78,2026-08-28,0.019406,75506.15,-0.04269255,0.10847112,0.010319,-0.004653,0.426004,1.932,45,True,
2026-08-21T06:00:03.527118+00:00,BTC,75387.78,2026-09-04,0.038584,75579.03,,,,,,0.371,25,False,butterfly arbitrage in fit
2026-08-21T06:00:03.527118+00:00,BTC,75387.78,2026-09-11,0.057762,75631.37,,,,,,0.112,21,False,butterfly arbitrage in fit
2026-08-21T06:00:03.527118+00:00,BTC,75387.78,2026-09-25,0.096119,75766.07,-0.04209627,0.14204423,0.17752,0.098095,0.406169,2.041,59,True,
2026-08-21T06:00:03.527118+00:00,BTC,75387.78,2026-10-30,0.192009,76073.32,,,,,,0.21,47,False,butterfly arbitrage in fit
2026-08-21T06:00:03.527118+00:00,BTC,75387.78,2026-12-25,0.345434,76697.66,-0.12042302,0.26601778,0.346812,0.31833,0.720891,1.332,59,True,
2026-08-21T06:00:03.527118+00:00,BTC,75387.78,2027-03-26,0.594749,77528.98,,,,,,0.14,51,False,butterfly arbitrage in fit
2026-08-21T06:00:03.527118+00:00,BTC,75387.78,2027-06-25,0.844064,78457.7,-0.43777015,0.42860045,0.238549,0.452691,1.428079,0.168,43,True,
2026-08-21T06:00:09.703405+00:00,ETH,2365.43,2026-08-21,0.000228,2364.39,,,,,,,0,False,expiry too near
2026-08-21T06:00:09.703405+00:00,ETH,2365.43,2026-08-22,0.002968,2364.72,,,,,,,0,False,expiry too near
2026-08-21T06:00:09.703405+00:00,ETH,2365.43,2026-08-23,0.005707,2365.38,,,,,,29.621,32,False,butterfly arbitrage in fit
2026-08-21T06:00:09.703405+00:00,ETH,2365.43,2026-08-24,0.008447,2365.72,,,,,,15.788,30,False,butterfly arbitrage in fit
2026-08-21T06:00:09.703405+00:00,ETH,2365.43,2026-08-28,0.019406,2366.89,-0.01284962,0.08815108,-0.207512,-0.078495,0.217462,1.773,31,True,
2026-08-21T06:00:09.703405+00:00,ETH,2365.43,2026-09-04,0.038584,2366.61,-0.03056662,0.12212024,-0.220715,-0.108938,0.34404,0.145,21,True,
2026-08-21T06:00:09.703405+00:00,ETH,2365.43,2026-09-11,0.057762,2367.42,,,,,,0.06,15,False,butterfly arbitrage in fit
2026-08-21T06:00:09.703405+00:00,ETH,2365.43,2026-09-25,0.096118,2368.56,-0.08719899,0.18288021,-0.074458,-0.064406,0.615406,1.326,44,True,
2026-08-21T06:00:09.703405+00:00,ETH,2365.43,2026-10-30,0.192009,2374.87,-0.27037897,0.28443838,-0.065149,-0.073942,1.130082,0.389,34,True,
2026-08-21T06:00:09.703405+00:00,ETH,2365.43,2026-12-25,0.345433,2386.62,-0.36091908,0.34448778,-0.290739,-0.398791,1.390445,0.551,43,True,
2026-08-21T06:00:09.703405+00:00,ETH,2365.43,2027-03-26,0.594749,2411.67,-0.15861271,0.33682851,-0.48609,-0.568929,1.139398,0.257,39,True,
2026-08-21T06:00:09.703405+00:00,ETH,2365.43,2027-06-25,0.844064,2438.47,-0.01076281,0.31633002,-0.553255,-0.578397,1.016859,0.173,35,True,
2026-08-22T06:00:03.880759+00:00,BTC,77352.63,2026-08-22,0.000228,77370.14,,,,,,,0,False,expiry too near
2026-08-22T06:00:03.880759+00:00,BTC,77352.63,2026-08-23,0.002968,77383.48,,,,,,,0,False,expiry too near
2026-08-22T06:00:03.880759+00:00,BTC,77352.63,2026-08-24,0.005708,77402.14,-0.00449261,0.04765786,-0.215299,-0.045282,0.122545,0.541,29,True,
2026-08-22T06:00:03.880759+00:00,BTC,77352.63,2026-08-25,0.008447,77414.34,0.00111419,0.01936593,0.111869,-0.016065,0.042612,0.255,29,True,
2026-08-22T06:00:03.880759+00:00,BTC,77352.63,2026-08-28,0.016667,77452.05,-0.00198881,0.04917856,-0.472987,-0.1082,0.132693,1.581,40,True,
2026-08-22T06:00:03.880759+00:00,BTC,77352.63,2026-09-04,0.035845,77515.15,-0.0022649,0.06056773,-0.308729,-0.086696,0.155587,0.531,28,True,
2026-08-22T06:00:03.880759+00:00,BTC,77352.63,2026-09-11,0.055023,77573.09,-0.00231429,0.07122554,-0.301469,-0.095532,0.177325,0.137,26,True,
2026-08-22T06:00:03.880759+00:00,BTC,77352.63,2026-09-25,0.093379,77692.19,-0.03649309,0.14232736,-0.334669,-0.159004,0.391959,0.734,54,True,
2026-08-22T06:00:03.880759+00:00,BTC,77352.63,2026-10-30,0.189269,77998.61,-0.20808755,0.29432084,-0.346508,-0.31249,0.870077,0.158,51,True,
2026-08-22T06:00:03.880759+00:00,BTC,77352.63,2026-12-25,0.342694,78586.62,-0.22566309,0.30678873,-0.331202,-0.297586,0.991608,1.098,59,True,
2026-08-22T06:00:03.880759+00:00,BTC,77352.63,2027-03-26,0.592009,79445.82,-0.86353147,0.48502378,-0.005391,0.083088,2.0,0.35,51,True,
2026-08-22T06:00:03.880759+00:00,BTC,77352.63,2027-06-25,0.841324,80358.02,-0.58648259,0.49370314,-0.415041,-0.633912,1.651337,0.141,48,True,
2026-08-22T06:00:09.737429+00:00,ETH,2437.97,2026-08-22,0.000228,2437.8,,,,,,,0,False,expiry too near
2026-08-22T06:00:09.737429+00:00,ETH,2437.97,2026-08-23,0.002968,2438.87,,,,,,,0,False,expiry too near
2026-08-22T06:00:09.737429+00:00,ETH,2437.97,2026-08-24,0.005707,2438.76,-0.00524017,0.05888507,-0.245009,-0.051107,0.135519,0.231,38,True,
2026-08-22T06:00:09.737429+00:00,ETH,2437.97,2026-08-25,0.008447,2439.44,-0.0088712,0.07205758,-0.206599,-0.055382,0.179185,0.191,32,True,
2026-08-22T06:00:09.737429+00:00,ETH,2437.97,2026-08-28,0.016666,2440.54,-0.01108844,0.09186993,-0.291581,-0.090587,0.209287,6.664,29,True,
2026-08-22T06:00:09.737429+00:00,ETH,2437.97,2026-09-04,0.035844,2440.86,-0.02644609,0.13522993,-0.340848,-0.147074,0.306862,0.161,23,True,
2026-08-22T06:00:09.737429+00:00,ETH,2437.97,2026-09-11,0.055023,2441.52,-0.01672139,0.1356256,-0.421657,-0.174226,0.276698,0.177,18,True,
2026-08-22T06:00:09.737429+00:00,ETH,2437.97,2026-09-25,0.093379,2443.11,-0.04560498,0.1669425,-0.304466,-0.164108,0.464121,2.421,44,True,
2026-08-22T06:00:09.737429+00:00,ETH,2437.97,2026-10-30,0.189269,2449.65,-0.04183122,0.19614649,-0.401588,-0.264849,0.542153,0.269,38,True,
2026-08-22T06:00:09.737429+00:00,ETH,2437.97,2026-12-25,0.342694,2461.67,-0.0060518,0.19483638,-0.36602,-0.239035,0.602112,1.472,44,True,
2026-08-22T06:00:09.737429+00:00,ETH,2437.97,2027-03-26,0.592009,2486.29,0.05423652,0.2361848,-0.550015,-0.397356,0.651444,0.077,39,True,
2026-08-22T06:00:09.737429+00:00,ETH,2437.97,2027-06-25,0.841324,2513.35,0.05317812,0.30102296,-0.554841,-0.516327,0.843282,0.133,40,True,
2026-08-23T06:00:02.900538+00:00,BTC,76048.16,2026-08-23,0.000228,76048.65,,,,,,,0,False,expiry too near
2026-08-23T06:00:02.900538+00:00,BTC,76048.16,2026-08-24,0.002968,76072.5,,,,,,,0,False,expiry too near
2026-08-23T06:00:02.900538+00:00,BTC,76048.16,2026-08-25,0.005708,76097.79,,,,,,19.446,29,False,butterfly arbitrage in fit
2026-08-23T06:00:02.900538+00:00,BTC,76048.16,2026-08-26,0.008447,76113.41,-0.00263966,0.03395918,-0.222846,-0.043104,0.129404,0.169,25,True,
2026-08-23T06:00:02.900538+00:00,BTC,76048.16,2026-08-28,0.013927,76134.77,,,,,,0.41,40,False,butterfly arbitrage in fit
2026-08-23T06:00:02.900538+00:00,BTC,76048.16,2026-09-04,0.033105,76170.97,-0.00877105,0.06852673,-0.283505,-0.077627,0.217985,0.364,29,True,
2026-08-23T06:00:02.900538+00:00,BTC,76048.16,2026-09-11,0.052283,76223.6,,,,,,0.164,26,False,butterfly arbitrage in fit
2026-08-23T06:00:02.900538+00:00,BTC,76048.16,2026-09-25,0.090639,76343.06,-0.08553251,0.1779543,-0.249679,-0.14213,0.580121,0.433,54,True,
2026-08-23T06:00:02.900538+00:00,BTC,76048.16,2026-10-30,0.18653,76671.22,,,,,,0.33,51,False,butterfly arbitrage in fit
2026-08-23T06:00:02.900538+00:00,BTC,76048.16,2026-12-25,0.339954,77267.28,-0.28841235,0.31619999,-0.264798,-0.244179,1.13805,0.371,59,True,
2026-08-23T06:00:02.900538+00:00,BTC,76048.16,2027-03-26,0.589269,78087.15,-0.62148057,0.42358462,-0.091375,-0.050723,1.716552,0.076,51,True,
2026-08-23T06:00:02.900538+00:00,BTC,76048.16,2027-06-25,0.838584,78933.3,-0.77627169,0.48822566,-0.203046,-0.254364,1.929792,0.062,48,True,
2026-08-23T06:00:07.267031+00:00,ETH,2374.61,2026-08-23,0.000228,2373.53,,,,,,,0,False,expiry too near
2026-08-23T06:00:07.267031+00:00,ETH,2374.61,2026-08-24,0.002968,2373.94,,,,,,,0,False,expiry too near
2026-08-23T06:00:07.267031+00:00,ETH,2374.61,2026-08-25,0.005708,2374.69,,,,,,15.811,34,False,butterfly arbitrage in fit
2026-08-23T06:00:07.267031+00:00,ETH,2374.61,2026-08-26,0.008447,2375.3,-0.00620998,0.05316183,0.125352,0.01246,0.183033,0.28,26,True,
2026-08-23T06:00:07.267031+00:00,ETH,2374.61,2026-08-28,0.013927,2376.19,-0.01579081,0.08259911,-0.193598,-0.074967,0.260844,2.447,28,True,
2026-08-23T06:00:07.267031+00:00,ETH,2374.61,2026-09-04,0.033105,2376.36,-0.02937823,0.11253013,-0.08483,-0.050018,0.357164,0.615,26,True,
2026-08-23T06:00:07.267031+00:00,ETH,2374.61,2026-09-11,0.052283,2376.7,-0.27986604,0.29542407,-0.041374,-0.052771,1.001542,0.164,18,True,
2026-08-23T06:00:07.267031+00:00,ETH,2374.61,2026-09-25,0.090639,2378.52,-0.05366615,0.15545239,-0.080106,-0.033607,0.519608,1.756,50,True,
2026-08-23T06:00:07.267031+00:00,ETH,2374.61,2026-10-30,0.186529,2385.05,-0.09145247,0.20776369,-0.220494,-0.161284,0.721104,0.247,39,True,
2026-08-23T06:00:07.267031+00:00,ETH,2374.61,2026-12-25,0.339954,2397.05,-0.02789558,0.20710961,-0.362523,-0.25858,0.674138,0.615,43,True,
2026-08-23T06:00:07.267031+00:00,ETH,2374.61,2027-03-26,0.589269,2421.0,0.0574285,0.21954655,-0.51229,-0.353166,0.657165,0.101,39,True,
2026-08-23T06:00:07.267031+00:00,ETH,2374.61,2027-06-25,0.838584,2447.76,0.05392809,0.2868506,-0.531026,-0.479188,0.853138,0.113,40,True,
2026-08-24T06:00:02.306701+00:00,BTC,77146.65,2026-08-24,0.000228,77140.34,,,,,,,0,False,expiry too near
2026-08-24T06:00:02.306701+00:00,BTC,77146.65,2026-08-25,0.002968,77164.02,,,,,,,0,False,expiry too near
2026-08-24T06:00:02.306701+00:00,BTC,77146.65,2026-08-26,0.005708,77187.57,,,,,,21.556,25,False,butterfly arbitrage in fit
2026-08-24T06:00:02.306701+00:00,BTC,77146.65,2026-08-27,0.008447,77206.18,,,,,,15.738,27,False,butterfly arbitrage in fit
2026-08-24T06:00:02.306701+00:00,BTC,77146.65,2026-08-28,0.011187,77230.39,,,,,,13.533,37,False,butterfly arbitrage in fit
2026-08-24T06:00:02.306701+00:00,BTC,77146.65,2026-09-04,0.030365,77304.71,-0.00554069,0.06744659,-0.297486,-0.078838,0.171547,0.232,29,True,
2026-08-24T06:00:02.306701+00:00,BTC,77146.65,2026-09-11,0.049543,77355.12,-0.01133215,0.0891959,-0.339551,-0.104689,0.235119,0.153,26,True,
2026-08-24T06:00:02.306701+00:00,BTC,77146.65,2026-09-25,0.087899,77533.4,-0.07808826,0.183156,-0.312876,-0.16879,0.53207,0.566,54,True,
2026-08-24T06:00:02.306701+00:00,BTC,77146.65,2026-10-30,0.18379,77798.88,-0.21205417,0.29218938,-0.334874,-0.292117,0.878112,0.204,51,True,
2026-08-24T06:00:02.306701+00:00,BTC,77146.65,2026-12-25,0.337215,78400.49,-0.44743179,0.38348157,-0.277905,-0.327133,1.37106,0.419,59,True,
2026-08-24T06:00:02.306701+00:00,BTC,77146.65,2027-03-26,0.58653,79247.87,-0.62429318,0.42547018,-0.084958,-0.046026,1.710462,0.107,51,True,
2026-08-24T06:00:02.306701+00:00,BTC,77146.65,2027-06-25,0.835845,80139.29,-0.72208951,0.4645263,-0.170779,-0.193965,1.893142,0.096,48,True,
2026-08-24T06:00:08.103333+00:00,ETH,2448.42,2026-08-24,0.000228,2447.96,,,,,,,0,False,expiry too near
2026-08-24T06:00:08.103333+00:00,ETH,2448.42,2026-08-25,0.002968,2448.71,,,,,,,0,False,expiry too near
2026-08-24T06:00:08.103333+00:00,ETH,2448.42,2026-08-26,0.005708,2449.13,-0.00722342,0.05671703,-0.18026,-0.071203,0.175968,0.45,27,True,
2026-08-24T06:00:08.103333+00:00,ETH,2448.42,2026-08-27,0.008447,2449.72,-0.01386294,0.07539965,-0.172114,-0.086436,0.236052,0.148,30,True,
2026-08-24T06:00:08.103333+00:00,ETH,2448.42,2026-08-28,0.011187,2450.42,-0.00471222,0.06111927,-0.186346,-0.078803,0.156233,0.795,26,True,
2026-08-24T06:00:08.103333+00:00,ETH,2448.42,2026-09-04,0.030365,2450.97,-0.03331109,0.12683579,-0.218445,-0.138127,0.357553,0.818,26,True,
2026-08-24T06:00:08.103333+00:00,ETH,2448.42,2026-09-11,0.049543,2451.83,,,,,,0.09,18,False,butterfly arbitrage in fit
2026-08-24T06:00:08.103333+00:00,ETH,2448.42,2026-09-25,0.087899,2454.75,-0.05676851,0.16065039,-0.147354,-0.110065,0.532007,2.008,50,True,
2026-08-24T06:00:08.103333+00:00,ETH,2448.42,2026-10-30,0.18379,2460.99,-0.28083724,0.31411644,-0.257839,-0.326088,1.110228,0.448,39,True,
2026-08-24T06:00:08.103333+00:00,ETH,2448.42,2026-12-25,0.337214,2473.0,-0.14933625,0.28100159,-0.353109,-0.380031,0.965524,0.779,44,True,
2026-08-24T06:00:08.103333+00:00,ETH,2448.42,2027-03-26,0.586529,2498.21,-0.02449598,0.27256525,-0.453492,-0.422099,0.858891,0.167,39,True,
2026-08-24T06:00:08.103333+00:00,ETH,2448.42,2027-06-25,0.835844,2528.17,0.00359214,0.31949016,-0.505969,-0.536031,0.94723,0.171,40,True,
2026-08-25T06:00:02.475645+00:00,BTC,80707.85,2026-08-25,0.000228,80686.7,,,,,,,0,False,expiry too near
2026-08-25T06:00:02.475645+00:00,BTC,80707.85,2026-08-26,0.002968,80704.6,,,,,,,0,False,expiry too near
2026-08-25T06:00:02.475645+00:00,BTC,80707.85,2026-08-27,0.005708,80722.14,,,,,,45.785,31,False,butterfly arbitrage in fit
2026-08-25T06:00:02.475645+00:00,BTC,80707.85,2026-08-28,0.008447,80748.79,,,,,,39.454,35,False,butterfly arbitrage in fit
2026-08-25T06:00:02.475645+00:00,BTC,80707.85,2026-09-04,0.027625,80815.96,-0.00230304,0.05922313,-0.369236,-0.094205,0.144222,0.285,31,True,
2026-08-25T06:00:02.475645+00:00,BTC,80707.85,2026-09-11,0.046804,80860.0,-0.00156631,0.0684665,-0.362829,-0.10681,0.16152,0.078,27,True,
2026-08-25T06:00:02.475645+00:00,BTC,80707.85,2026-09-25,0.08516,81044.2,-0.01340723,0.11392,-0.377468,-0.157357,0.271603,0.631,54,True,
2026-08-25T06:00:02.475645+00:00,BTC,80707.85,2026-10-30,0.18105,81359.41,-0.03716816,0.16275446,-0.31512,-0.185065,0.447383,0.104,53,True,
2026-08-25T06:00:02.475645+00:00,BTC,80707.85,2026-12-25,0.334475,81947.96,-0.30008839,0.33878257,-0.261021,-0.287319,1.100866,0.363,59,True,
2026-08-25T06:00:02.475645+00:00,BTC,80707.85,2027-03-26,0.58379,82848.05,-0.56665709,0.42872326,-0.148214,-0.190954,1.584463,0.096,51,True,
2026-08-25T06:00:02.475645+00:00,BTC,80707.85,2027-06-25,0.833105,83880.59,-0.62742241,0.45377796,-0.125221,-0.141348,1.72998,0.049,50,True,
2026-08-25T06:00:07.655960+00:00,ETH,2507.62,2026-08-25,0.000228,2507.64,,,,,,,0,False,expiry too near
2026-08-25T06:00:07.655960+00:00,ETH,2507.62,2026-08-26,0.002968,2508.17,,,,,,,0,False,expiry too near
2026-08-25T06:00:07.655960+00:00,ETH,2507.62,2026-08-27,0.005708,2508.69,,,,,,20.644,31,False,butterfly arbitrage in fit
2026-08-25T06:00:07.655960+00:00,ETH,2507.62,2026-08-28,0.008447,2509.4,-0.00454226,0.05721332,-0.380377,-0.094231,0.148241,1.509,31,True,
2026-08-25T06:00:07.655960+00:00,ETH,2507.62,2026-09-04,0.027625,2510.34,-0.00690225,0.08633493,-0.323567,-0.126438,0.205414,1.68,26,True,
2026-08-25T06:00:07.655960+00:00,ETH,2507.62,2026-09-11,0.046803,2511.39,-0.03579141,0.14945332,-0.394765,-0.217857,0.373753,0.12,18,True,
2026-08-25T06:00:07.655960+00:00,ETH,2507.62,2026-09-25,0.08516,2514.28,-0.05671647,0.16846039,-0.305225,-0.206664,0.523671,4.682,58,True,
2026-08-25T06:00:07.655960+00:00,ETH,2507.62,2026-10-30,0.18105,2519.88,-0.01586647,0.15888513,-0.322222,-0.210971,0.478953,0.318,39,True,
2026-08-25T06:00:07.655960+00:00,ETH,2507.62,2026-12-25,0.334475,2529.97,-0.04217167,0.22367037,-0.373245,-0.300709,0.705661,0.397,44,True,
2026-08-25T06:00:07.655960+00:00,ETH,2507.62,2027-03-26,0.58379,2551.06,-0.02308062,0.27880797,-0.448856,-0.412865,0.837298,0.152,39,True,
2026-08-25T06:00:07.655960+00:00,ETH,2507.62,2027-06-25,0.833105,2577.28,-0.00248328,0.32813147,-0.498454,-0.520799,0.946947,0.13,40,True,
2026-08-27T06:00:04.895147+00:00,BTC,78877.87,2026-08-27,0.000228,78893.16,,,,,,,0,False,expiry too near
2026-08-27T06:00:04.895147+00:00,BTC,78877.87,2026-08-28,0.002968,78919.11,,,,,,,0,False,expiry too near
2026-08-27T06:00:04.895147+00:00,BTC,78877.87,2026-08-29,0.005708,78928.19,,,,,,36.679,26,False,butterfly arbitrage in fit
2026-08-27T06:00:04.895147+00:00,BTC,78877.87,2026-08-30,0.008447,78938.99,,,,,,29.191,27,False,butterfly arbitrage in fit
2026-08-27T06:00:04.895147+00:00,BTC,78877.87,2026-09-04,0.022146,78974.94,,,,,,15.54,31,False,butterfly arbitrage in fit
2026-08-27T06:00:04.895147+00:00,BTC,78877.87,2026-09-11,0.041324,79020.44,-0.0209938,0.0948625,-0.402813,-0.153111,0.310512,0.135,27,True,
2026-08-27T06:00:04.895147+00:00,BTC,78877.87,2026-09-25,0.07968,79135.87,-0.03581056,0.12733769,-0.36693,-0.162155,0.399982,2.177,52,True,
2026-08-27T06:00:04.895147+00:00,BTC,78877.87,2026-10-30,0.175571,79507.86,-0.04710154,0.15652941,-0.297042,-0.139317,0.490571,0.149,53,True,
2026-08-27T06:00:04.895147+00:00,BTC,78877.87,2026-12-25,0.328995,80140.83,-0.35407517,0.35440613,-0.263155,-0.289984,1.195767,0.477,59,True,
2026-08-27T06:00:04.895147+00:00,BTC,78877.87,2027-03-26,0.57831,81038.17,-0.36899533,0.36940415,-0.14867,-0.142765,1.286701,0.176,51,True,
2026-08-27T06:00:04.895147+00:00,BTC,78877.87,2027-06-25,0.827625,82052.28,-0.23500551,0.3393872,-0.057438,0.007165,1.140094,0.116,50,True,
2026-08-27T06:00:08.850061+00:00,ETH,2495.25,2026-08-27,0.000228,2495.24,,,,,,,0,False,expiry too near
